temperature,wind_speed,pressure,humidity,Soil_Name,N,P,K,Crop
21.90964333,2.043629747,1013.536891,20.50701777,clay,0,0,0,Sunflower
20.29625243,2.082686788,1013.323101,20.93209355,silt,1.325,0,0,Wheat
21.63773873,2.075374715,1015.484039,21.96737548,peaty,5.98,5.98,0,Groundnut
21.74702071,2.025223817,1014.468934,21.5660622,loamy,0,0,0,Maize
21.42612613,2.083126552,1013.56903,21.07401713,loamy,740.002,0,0,Sunflower
21.22442346,2.080133166,1015.124423,21.21511452,silty,32.508,83.076,0,Sugarcane
20.62570157,2.070061473,1014.855406,21.21258616,loamy,7.371,0,0,Arhar/Tur
20.58029669,2.03820307,1015.242237,21.88869699,peaty,16.82,16.82,0,Bajra
21.04748445,2.047399067,1015.048188,21.39710354,sandy,5.7,5.7,5.7,Cotton(lint)
21.33414613,2.057534183,1013.084725,20.52954588,silty,0,0,0,Groundnut
20.76835101,2.019004489,1013.370087,20.14959021,sandy,0,36,0,Jowar
21.6046138,1.98213066,1013.422599,22.04088409,silty,6.68,17.368,17.368,Maize
21.04124832,2.002641621,1014.717602,20.17574528,clay,7.656,20.416,10.208,Moong(Green Gram)
20.47730783,1.990002343,1015.201229,22.05786727,loamy,1.148,1.148,0,Niger seed
20.32374787,2.050792258,1013.892794,20.65110161,chalky,0,0,0,Other Kharif pulses
21.56406329,1.977562382,1013.258061,21.28948378,chalky,0,0,0,Rice
21.60489946,2.017340835,1013.300887,21.02698737,peaty,0.224,0.28,0,Sesamum
20.48944557,1.997419307,1015.067088,21.61518684,peaty,0.5,0,0,Small millets
21.24574581,2.107738493,1015.81036,21.15169982,peaty,0,0,0,Soyabean
20.96825699,2.051236277,1014.378127,20.15247638,clay,598.552,0,0,Sunflower
21.88351125,2.063422228,1014.322006,21.31145624,silt,7.182,18.354,0,Urad
20.24541915,1.998080904,1013.94173,21.98578845,silty,35.742,0,0,Gram
21.88008151,2.009789507,1014.106887,21.45844286,chalky,8.74,8.74,0,Jowar
20.26038902,1.99217236,1015.559483,21.36308697,peaty,0.615,0.615,0.615,Linseed
20.88821214,2.056635549,1014.45128,22.07386407,peaty,38.25,38.25,38.25,Maize
20.65074601,2.094009439,1014.18539,21.83877981,sandy,0,3.104,0,Other  Rabi pulses
20.46744346,2.012990481,1015.04308,20.67729537,silty,4.53,11.778,11.778,Rapeseed &Mustard
21.26587796,2.065089035,1014.553164,20.06539542,chalky,39.204,104.544,52.272,Safflower
20.23922921,1.989928264,1015.114623,21.32593062,chalky,4.284,4.284,0,Small millets
21.65096493,2.022623534,1015.645843,21.25221807,sandy,0,0,0,Sunflower
21.92346454,2.097363409,1014.905161,20.64474544,silty,1.501,1.501,1.501,Wheat
21.29926938,1.974638021,1015.282208,20.65381239,silt,1.728,2.16,0,Groundnut
20.83011186,1.999499255,1015.575737,20.37485548,silty,2.65,0,0,Maize
21.93885052,2.047569563,1015.323053,20.33049917,peaty,3.496,3.496,0,Sunflower
21.23544781,1.977133051,1015.929878,21.97252271,loamy,0,0,0,Sugarcane
21.69138326,1.975878339,1014.231525,20.31454046,loamy,834.164,0,0,Arhar/Tur
20.51057472,2.064662822,1013.235256,21.68327813,loamy,4.068,10.396,0,Bajra
20.09197209,2.038717413,1014.673715,20.55265329,loamy,49.329,0,0,Cotton(lint)
21.81732386,2.005471779,1013.212503,21.53532512,peaty,6.38,6.38,0,Groundnut
21.73136032,2.050796848,1015.413936,21.50113758,peaty,0.825,0.825,0.825,Jowar
21.84237365,2.035192151,1014.597487,20.31286897,silt,38.25,38.25,38.25,Maize
20.62011308,2.001190937,1015.86211,21.8969818,peaty,0,5.184,0,Moong(Green Gram)
22.0512322,2.109193784,1014.165723,21.54088067,peaty,2.08,5.408,5.408,Niger seed
21.70322322,2.018030288,1013.332159,21.33972437,clay,22.572,60.192,30.096,Other Kharif pulses
20.08774995,2.070887845,1013.984723,21.94396736,silty,8.876,8.876,0,Rice
20.0529061,2.050627521,1015.854361,21.90457676,loamy,0,0,0,Sesamum
20.75166611,2.04876102,1013.64805,21.16751646,sandy,0,0,0,Small millets
21.54750695,2.082732276,1014.866263,20.39857529,loamy,1.6,2,0,Soyabean
20.20291607,1.980029126,1015.281329,21.41315757,loamy,1.775,0,0,Sunflower
21.20403493,1.978644691,1013.696135,21.74022851,chalky,2.484,2.484,0,Urad
20.3110805,1.99554017,1013.711287,21.70185573,loamy,0,0,0,Gram
20.40273305,1.99753876,1013.807922,21.44181726,sandy,843.64,0,0,Jowar
20.0242497,2.020737699,1015.10814,21.3032453,silt,6.39,16.33,0,Linseed
21.36261656,2.053612173,1014.376762,21.62722232,loamy,50.673,0,0,Maize
20.81814461,2.080441284,1015.650384,20.44423016,loamy,8.54,8.54,0,Other  Rabi pulses
20.02767693,2.048495169,1014.000332,21.52815842,peaty,2.535,2.535,2.535,Rapeseed &Mustard
20.8138153,2.031184499,1013.787241,20.37943134,silty,38.25,38.25,38.25,Safflower
22.06992462,2.100136919,1013.505659,21.01864387,clay,0,25.136,0,Small millets
21.97343832,1.980970551,1014.521721,22.03022613,peaty,7.36,19.136,19.136,Sunflower
21.22217045,2.072623474,1015.173226,20.92900788,sandy,16.008,42.688,21.344,Wheat
21.73443969,1.980638963,1015.662759,20.85651416,clay,6.44,6.44,0,Groundnut
21.9604167,2.010374831,1015.41339,21.25074841,silty,3.304,8.26,3.304,Sunflower
20.05066254,1.982658243,1014.117048,21.50511947,silt,0.152,0.152,0.152,Banana
21.99436791,1.97541423,1013.29376,20.27621081,silty,4,5,0,Grapes
20.22851511,2.052909893,1013.162068,21.36604681,peaty,1.5,0,0,Mango
21.5250305,2.033493162,1013.600726,20.41197142,clay,10.58,10.58,0,Sugarcane
20.18812915,2.013185797,1015.120713,21.63086014,silt,0,0,0,Tomato
21.18576489,1.986696122,1013.183718,21.41622929,loamy,906.844,0,0,Arhar/Tur
21.93679635,2.088360994,1014.023754,20.82943457,silty,6.21,15.87,0,Bajra
21.46103146,2.007747289,1015.908442,21.99689325,loamy,71.064,0,0,Groundnut
22.00827848,2.103422174,1015.549877,20.59295701,chalky,8.46,8.46,0,Jowar
21.74057243,2.012426395,1013.922164,21.41391574,clay,1.95,1.95,1.95,Maize
21.93497594,1.9988791,1013.510458,21.69631523,peaty,38.25,38.25,38.25,Moong(Green Gram)
20.37703116,2.059061175,1013.262595,21.04904083,clay,0,14.128,0,Niger seed
20.79026922,2.086468987,1015.091167,21.67099777,loamy,10.09,26.234,26.234,Other Cereals & Millets
21.75389553,2.019057893,1013.391665,21.96871246,silt,38.892,103.712,51.856,Other Kharif pulses
21.62276784,2.069755311,1015.041296,21.77313787,silt,5.096,5.096,0,other oilseeds
21.99894414,1.983598032,1014.471963,21.90515707,silty,0,0,0,Rice
21.23561405,2.099132181,1013.576113,21.58496129,loamy,0,0,0,Sesamum
20.96611772,2.074774678,1013.814429,21.85229899,loamy,3.84,4.8,0,Sunflower
21.57472927,2.045454682,1013.232292,21.80142055,loamy,2.775,0,0,Urad
21.62777926,2.016908804,1014.800141,21.55690521,clay,4.531,4.531,0,Gram
20.7493518,2.02016113,1014.05589,21.98439265,clay,0,0,0,Jowar
20.97666721,1.978649699,1013.824101,20.80492369,chalky,916.136,0,0,Linseed
20.75788225,2.012169492,1014.229412,22.02400729,silty,9.63,24.61,0,Maize
20.50464445,2.088332473,1014.568513,21.97894065,peaty,56.07,0,0,Other  Rabi pulses
21.21505328,2.072394116,1014.083703,21.40031102,silt,9,9,0,Other Cereals & Millets
20.42527866,2.054730787,1013.108309,20.83098438,chalky,0,0,0,Rapeseed &Mustard
21.42364414,2.046246307,1015.402548,21.84582481,chalky,38.25,38.25,38.25,Safflower
21.46129879,2.104727273,1013.277322,20.35437361,loamy,0,23.184,0,Soyabean
21.06380608,2.064851668,1013.204665,21.25512237,clay,5.64,14.664,14.664,Sunflower
20.66306248,2.028147915,1013.842868,21.64312176,peaty,41.7,111.2,55.6,Wheat
20.36834175,2.026505683,1013.596438,21.23995388,silty,7.476,7.476,0,Groundnut
21.38886822,2.041159902,1013.49912,21.9734539,chalky,2.1,5.25,2.1,Maize
21.01668615,2.043411076,1014.215115,20.03622423,sandy,0,0,0,Sunflower
20.80229878,1.973854895,1013.088847,21.39539581,clay,3.392,4.24,0,Cotton(lint)
21.74097356,2.046159853,1014.957119,20.91488543,clay,2.8,0,0,Sugarcane
20.45208268,2.055170879,1015.780057,20.54620097,silt,2.898,2.898,0,Arhar/Tur
20.43857303,1.971345004,1015.668334,20.44935201,clay,0,0,0,Bajra
21.64501153,1.985518682,1014.742764,20.90416509,silty,901.37,0,0,Castor seed
20.24121082,1.990277964,1013.964935,21.26461205,silty,7.704,19.688,0,Cotton(lint)
21.09752214,1.99613194,1013.36911,20.18860443,chalky,50.568,0,0,Groundnut
20.3688036,2.003930531,1015.672384,20.57911377,clay,8.22,8.22,0,Moong(Green Gram)
22.05553808,2.012576039,1014.205268,20.55238918,loamy,0.465,0.465,0.465,Niger seed
20.57383496,2.069496602,1014.450758,20.08010831,peaty,38.25,38.25,38.25,Rice
21.07857994,1.970379818,1014.251225,22.06475707,loamy,0,26.832,0,Sesamum
20.1852389,2.099585447,1014.254167,20.80442519,chalky,10.24,26.624,26.624,Soyabean
20.02658073,2.042177182,1015.677624,20.51947399,silt,41.496,110.656,55.328,Sugarcane
20.27230339,2.071980994,1014.886099,21.21313903,sandy,7.84,7.84,0,Sunflower
20.52849996,2.034351506,1015.526224,21.69962194,loamy,7.504,18.76,7.504,Urad
20.93547711,2.044402525,1014.432222,21.85677822,loamy,0,0,0,Gram
21.5180537,1.995397207,1013.578799,20.78310359,chalky,2.896,3.62,0,Linseed
20.95298401,2.072426721,1013.683101,21.96304275,silt,3.15,0,0,Rapeseed &Mustard
21.30702116,2.109035923,1013.683876,20.68696032,silt,3.45,3.45,0,Safflower
21.52806321,2.062835143,1013.992466,20.13826107,loamy,0,0,0,Sunflower
21.72399039,2.07256996,1014.943697,21.18466686,loamy,902.566,0,0,Wheat
21.75274106,2.085027365,1013.889944,21.78712346,loamy,6.516,16.652,0,Groundnut
21.70433683,2.063784918,1013.213512,22.04159125,chalky,59.22,0,0,Sunflower
20.76899236,2.077471484,1013.698047,20.96418422,silt,7.68,7.68,0,Arhar/Tur
21.0445739,2.107562078,1015.418634,20.24781946,clay,3.255,3.255,3.255,Bajra
20.0744125,2.057122044,1015.765213,21.99474609,clay,38.25,38.25,38.25,Cotton(lint)
20.59891646,2.054633197,1013.780697,21.33815291,clay,0,28.048,0,Groundnut
20.59614885,1.983002441,1015.799399,21.40530486,clay,10.5,27.3,27.3,Jowar
21.04796174,2.057150383,1015.354314,21.24911419,silty,39.72,105.92,52.96,Maize
21.80991944,2.031245175,1013.222592,21.60601199,peaty,8.008,8.008,0,Moong(Green Gram)
20.85540907,2.008511924,1013.963802,20.63254758,clay,5.824,14.56,5.824,Niger seed
20.10399608,2.032638749,1014.540263,20.11744888,peaty,0,0,0,Rice
20.15538211,2.085892357,1015.937184,21.27913551,silty,3.008,3.76,0,Sesamum
21.65938496,2.09683997,1014.12306,21.83371695,chalky,2.775,0,0,Soyabean
21.13936016,2.07464461,1015.410751,21.43354665,loamy,2.921,2.921,0,Sunflower
20.40160723,1.984319799,1013.770371,21.11417853,clay,0,0,0,Urad
21.55886286,1.993450803,1014.345921,21.92118658,silt,928.372,0,0,Gram
20.07538968,1.998092719,1013.153879,21.88996417,silty,6.93,17.71,0,Jowar
21.17206717,2.017857646,1013.595094,21.11849005,silty,52.08,0,0,Linseed
20.07652146,1.989691153,1015.926283,21.44162999,peaty,8.6,8.6,0,Maize
20.94315616,2.088211053,1014.916378,21.63622188,chalky,2.16,2.16,2.16,Rapeseed &Mustard
21.20026653,2.014693295,1015.641159,21.24598322,chalky,38.25,38.25,38.25,Safflower
20.25926878,2.079348532,1015.953789,20.65815124,sandy,0,20.08,0,Sunflower
20.84732959,2.080641255,1015.290352,21.9595767,clay,3.13,8.138,8.138,Wheat
21.02157297,2.077551307,1014.647509,21.49810957,silt,38.688,103.168,51.584,Groundnut
21.14177982,2.031453379,1013.017923,21.01229796,silty,7.588,7.588,0,Maize
21.42714451,2.032172883,1014.046954,21.22685551,loamy,1.596,3.99,1.596,Sunflower
21.96872155,2.030523161,1015.138247,20.19405985,sandy,0,0,0,Arhar/Tur
21.94602486,2.094587592,1013.581262,21.43011364,sandy,2.8,3.5,0,Bajra
20.3548214,2.013906657,1015.496574,21.03596116,clay,2.525,0,0,Castor seed
20.68579922,2.088089511,1015.769577,20.74686383,sandy,3.91,3.91,0,Cotton(lint)
20.48815386,2.070024605,1013.01472,20.08064835,peaty,0,0,0,Groundnut
21.3653116,2.020539954,1015.176547,20.56833062,silt,920.828,0,0,Jowar
21.99230539,2.055331366,1014.346764,21.03673848,loamy,7.992,20.424,0,Maize
20.72295216,2.001335614,1013.061619,20.65418872,peaty,40.908,0,0,Moong(Green Gram)
21.46138101,2.055833275,1014.239177,21.47474663,silt,7.66,7.66,0,Rice
20.66467337,2.002984212,1013.057282,20.06470767,silt,0.975,0.975,0.975,Sesamum
21.24854969,1.980961716,1013.509677,21.35256977,clay,38.25,38.25,38.25,Soyabean
21.90645455,2.034435412,1013.972944,20.32875927,silty,0,15.712,0,Sunflower
20.94402128,1.971897196,1015.345091,21.30233929,peaty,3.61,9.386,9.386,Urad
21.66366295,2.081845635,1015.079697,21.67861811,chalky,37.704,100.544,50.272,Gram
20.97716411,2.048597241,1013.16473,20.29896323,loamy,4.62,4.62,0,Jowar
21.51805149,2.011539678,1014.59147,21.17551198,peaty,2.422,6.055,2.422,Linseed
21.498645,2.084258604,1014.183298,21.77091435,chalky,0,0,0,Maize
21.22607123,2.022507004,1015.116582,20.31794969,clay,2.288,2.86,0,Rapeseed &Mustard
21.40105979,2.107350624,1015.459992,20.06409977,chalky,2.1,0,0,Safflower
21.92445053,1.985310501,1015.797426,20.06388805,chalky,1.771,1.771,0,Sunflower
20.35738275,2.089058101,1014.75893,20.98148382,sandy,0,0,0,Wheat
21.09009774,1.971669622,1015.48358,21.84984621,clay,890.974,0,0,Groundnut
21.16263323,2.036121763,1013.777046,20.28662279,peaty,6.858,17.526,0,Maize
21.47286523,2.066564303,1015.663125,20.78673051,clay,27.195,0,0,Sunflower
20.89975246,2.048816409,1014.758241,21.67531775,sandy,7.46,7.46,0,Sugarcane
20.05343161,2.094094322,1014.625949,21.59103381,loamy,0.045,0.045,0.045,Arhar/Tur
21.0710897,1.980571801,1013.743559,20.17037094,loamy,38.25,38.25,38.25,Bajra
20.68827712,2.102369874,1015.631347,20.24329874,silt,0,10.368,0,Castor seed
20.97886946,2.035682462,1015.32742,21.63595303,chalky,5.3,13.78,13.78,Cotton(lint)
20.12101506,1.979343833,1014.479894,20.92032126,silt,36.84,98.24,49.12,Groundnut
21.56457121,1.983786318,1014.535152,21.96515101,loamy,3.276,3.276,0,Jowar
20.29041332,2.003551133,1013.759518,20.78484276,sandy,1.288,3.22,1.288,Maize
20.80730822,2.03133915,1015.238153,20.63067355,silty,0,0,0,Moong(Green Gram)
21.65664081,1.980796033,1015.775843,20.14258482,loamy,0,0,0,Niger seed
20.0306369,2.011362556,1015.339794,21.27465113,clay,1.325,0,0,Rice
20.72183332,2.07390357,1014.491196,20.51691922,loamy,5.98,5.98,0,Sesamum
21.94198621,1.97887365,1014.535913,21.07217168,silt,0,0,0,Soyabean
21.21830142,2.052543717,1013.491245,20.17387837,loamy,740.002,0,0,Sugarcane
21.33191495,2.034016111,1015.893699,20.74677406,loamy,32.508,83.076,0,Sunflower
20.65428637,2.089224905,1015.095168,21.82009973,clay,7.371,0,0,Urad
20.7256337,1.991023607,1014.887183,20.86863735,silty,16.82,16.82,0,Gram
20.86728027,2.00154462,1013.69685,20.73622759,silt,5.7,5.7,5.7,Jowar
20.47072455,2.035413691,1014.608367,21.86611033,peaty,0,0,0,Linseed
21.44294112,2.004981778,1015.842805,21.89125559,loamy,0,36,0,Maize
20.83465589,2.010976423,1015.955934,20.41932965,peaty,6.68,17.368,17.368,Rapeseed &Mustard
21.98690004,2.07711503,1013.772425,20.50333601,peaty,7.656,20.416,10.208,Safflower
21.0449778,1.991899063,1013.452586,20.33223469,peaty,1.148,1.148,0,Sunflower
20.44130914,1.992310237,1013.346235,20.27838862,chalky,0,0,0,Wheat
21.9380207,2.059070599,1013.683222,20.05890003,clay,0,0,0,Sugarcane
20.50086838,1.988598994,1015.208886,21.87157538,silty,0.224,0.28,0,Arhar/Tur
21.73086985,2.099157805,1014.519452,22.01110629,peaty,0.5,0,0,Bajra
20.41004488,1.996128437,1014.59287,20.79165077,chalky,0,0,0,Castor seed
21.54691223,2.07150947,1014.988938,20.88981619,chalky,598.552,0,0,Cotton(lint)
20.958724,2.004211332,1014.914259,21.50513408,clay,7.182,18.354,0,Groundnut
21.41316159,2.055934837,1013.733067,20.8844514,clay,35.742,0,0,Jowar
20.84679277,2.014919799,1015.518529,20.75894146,clay,8.74,8.74,0,Maize
21.17688294,2.071903037,1013.674437,21.16666139,peaty,0.615,0.615,0.615,Moong(Green Gram)
21.99151101,2.074716217,1015.966867,21.25681684,silt,38.25,38.25,38.25,Niger seed
20.53025931,2.007599864,1014.073161,21.3092584,peaty,0,3.104,0,Rice
21.93851543,2.019384221,1013.942596,20.7110042,silty,4.53,11.778,11.778,Sesamum
22.04954171,1.989551264,1013.903879,20.96838761,peaty,39.204,104.544,52.272,Soyabean
20.73266191,2.106974854,1015.91564,21.35309601,loamy,4.284,4.284,0,Sugarcane
21.46391359,2.001377581,1013.99598,20.15922036,chalky,0,0,0,Sunflower
20.98663572,2.081704356,1014.726119,21.34282978,loamy,1.501,1.501,1.501,Urad
20.40020561,2.015626817,1014.886734,20.09390915,loamy,1.728,2.16,0,Gram
21.04327204,2.067213308,1014.585928,20.69048289,peaty,2.65,0,0,Jowar
20.99367859,2.085352982,1014.988589,20.74347469,peaty,3.496,3.496,0,Linseed
21.87147198,1.982104998,1015.488139,20.46246943,clay,0,0,0,Maize
21.09091171,1.97042108,1013.378279,21.227741,peaty,834.164,0,0,Rapeseed &Mustard
21.21292527,1.984982976,1013.595003,20.47174329,loamy,4.068,10.396,0,Safflower
21.71301761,2.010821114,1013.177147,21.52144448,loamy,49.329,0,0,Sunflower
20.17698809,2.017510179,1015.171456,20.39010525,chalky,6.38,6.38,0,Wheat
21.93062655,2.100709772,1015.812125,20.03833635,peaty,0.825,0.825,0.825,Arhar/Tur
21.28158347,2.106994306,1013.983777,20.54475537,clay,38.25,38.25,38.25,Bajra
21.08704234,2.004694281,1014.929062,20.1855027,loamy,0,5.184,0,Cotton(lint)
20.288195,2.094984444,1013.835483,21.2001986,clay,2.08,5.408,5.408,Groundnut
20.65652244,2.087203462,1013.554281,20.22020477,loamy,22.572,60.192,30.096,Jowar
20.08145903,2.049106581,1013.791055,21.57635841,sandy,8.876,8.876,0,Maize
20.80348014,2.023803241,1013.063797,21.95949793,silt,0,0,0,Moong(Green Gram)
20.38740081,1.971912356,1015.150257,22.00097121,chalky,0,0,0,Niger seed
21.13581026,2.00147435,1013.65114,20.58263374,peaty,1.6,2,0,Rice
20.49401366,1.98461702,1015.238216,21.4249646,silt,1.775,0,0,Sesamum
20.79902161,2.073899017,1014.617587,21.1031131,loamy,2.484,2.484,0,Soyabean
20.22501545,2.057452175,1015.412518,22.02900351,silty,0,0,0,Sugarcane
21.08759798,2.093037663,1014.351987,21.94324676,loamy,843.64,0,0,Sunflower
21.90809798,2.069004614,1013.915127,21.80592616,loamy,6.39,16.33,0,Urad
21.67647797,1.980142971,1014.910872,21.20897422,chalky,50.673,0,0,Gram
21.9723599,2.093251005,1015.496884,21.95669578,sandy,8.54,8.54,0,Jowar
20.34309877,2.0838635,1014.625478,20.26289115,chalky,2.535,2.535,2.535,Linseed
20.10864512,2.07824407,1015.993154,21.36003357,peaty,38.25,38.25,38.25,Maize
20.32549334,1.977277406,1014.172268,20.91512737,sandy,0,25.136,0,Rapeseed &Mustard
21.80024868,1.986825029,1014.348283,20.30280413,chalky,7.36,19.136,19.136,Safflower
21.96907818,2.03123377,1014.819488,21.25685161,sandy,16.008,42.688,21.344,Sunflower
20.20883617,2.040289936,1014.898498,21.30571445,peaty,6.44,6.44,0,Wheat
20.1474125,2.085733921,1014.758526,21.25377734,silt,3.304,8.26,3.304,Arhar/Tur
20.39089015,1.981801177,1013.168223,20.21917549,loamy,0.152,0.152,0.152,Bajra
21.57458463,2.055767581,1013.306601,21.8599557,clay,4,5,0,Cotton(lint)
21.45272741,2.012053957,1015.537199,21.4984139,loamy,1.5,0,0,Groundnut
20.02569938,2.009359068,1014.484718,21.20542627,clay,10.58,10.58,0,Jowar
20.07628391,2.060135465,1013.712048,20.25070389,sandy,0,0,0,Maize
21.87554866,2.029091759,1014.128922,21.29000828,loamy,906.844,0,0,Moong(Green Gram)
21.59299681,2.098377789,1015.570124,20.26769263,silty,6.21,15.87,0,Niger seed
21.03511209,2.042927602,1015.090455,20.51488474,peaty,71.064,0,0,Other Kharif pulses
20.98054146,2.029793981,1014.339458,20.22388639,loamy,8.46,8.46,0,Rice
21.67352028,2.092934317,1015.499486,20.15931434,silt,1.95,1.95,1.95,Sesamum
20.98146827,2.09326694,1014.499584,22.03944631,chalky,38.25,38.25,38.25,Soyabean
21.64644078,1.983842354,1014.750545,20.2347858,peaty,0,14.128,0,Sunflower
21.58398117,2.021253822,1014.519583,20.86941409,clay,10.09,26.234,26.234,Urad
22.05945498,2.103342994,1013.97832,20.84560247,clay,38.892,103.712,51.856,Gram
20.83999177,2.085377062,1015.910669,20.5049528,sandy,5.096,5.096,0,Jowar
20.93483671,1.974634126,1015.093492,20.66282103,loamy,0,0,0,Linseed
22.07663637,2.004429065,1014.506855,20.7634251,chalky,0,0,0,Maize
21.0537533,2.020083922,1015.035925,21.24330889,silty,3.84,4.8,0,Other  Rabi pulses
21.00216866,2.049702665,1014.71975,20.1057801,sandy,2.775,0,0,Rapeseed &Mustard
21.3155932,2.001976436,1015.190988,20.73020614,silt,4.531,4.531,0,Safflower
21.19756451,2.073935862,1015.997879,20.36506512,silt,0,0,0,Sunflower
21.38767072,2.087294165,1015.185467,21.72418585,peaty,916.136,0,0,Wheat
21.90348702,1.994717747,1013.719754,20.44952176,peaty,9.63,24.61,0,Groundnut
22.07354182,2.01497534,1013.778312,20.41188518,clay,56.07,0,0,Maize
21.1198592,2.012536382,1013.030532,21.87134978,chalky,9,9,0,Sunflower
20.96097397,2.044240346,1015.143818,21.86164433,silty,0,0,0,Sugarcane
20.06423304,2.088189015,1014.845444,21.48138443,peaty,38.25,38.25,38.25,Arhar/Tur
20.09454052,2.022203716,1014.864929,20.37961392,chalky,0,23.184,0,Bajra
21.1076924,2.040881258,1013.210805,20.63266585,chalky,5.64,14.664,14.664,Cotton(lint)
20.79131583,1.981035822,1014.505723,20.1312787,sandy,41.7,111.2,55.6,Groundnut
20.41812758,2.079995036,1015.380776,21.18886061,loamy,7.476,7.476,0,Jowar
20.19051261,2.101146922,1013.609685,20.05777311,sandy,2.1,5.25,2.1,Maize
21.96832559,2.07064286,1013.525054,21.09166481,chalky,0,0,0,Moong(Green Gram)
22.07224537,2.019166906,1013.13617,20.23436057,chalky,3.392,4.24,0,Niger seed
21.97416861,2.047623966,1014.558377,21.47664101,clay,2.8,0,0,Other Kharif pulses
22.01098913,2.103426694,1014.365826,21.11102393,silty,2.898,2.898,0,Rice
21.48230346,2.088926889,1014.504769,21.62344974,chalky,0,0,0,Sesamum
21.732529,2.058930849,1015.686422,21.45393801,silty,901.37,0,0,Soyabean
21.35036816,2.034663665,1013.503472,22.04703028,peaty,7.704,19.688,0,Sunflower
20.75524561,1.987677512,1015.096713,21.28400051,loamy,50.568,0,0,Urad
21.57504357,2.091641486,1014.965145,21.18106017,silty,8.22,8.22,0,Gram
20.55399289,2.011166499,1015.912596,21.32932544,silt,0.465,0.465,0.465,Jowar
21.77352768,1.990409448,1013.323696,20.53341181,loamy,38.25,38.25,38.25,Linseed
20.98627833,1.983253235,1015.585472,20.89072415,silt,0,26.832,0,Maize
20.23341915,2.054791015,1013.934908,20.67816996,chalky,10.24,26.624,26.624,Other  Rabi pulses
20.3462359,1.976323806,1014.904099,21.36854131,silty,41.496,110.656,55.328,Rapeseed &Mustard
20.20858938,1.975282423,1015.965247,20.88263247,clay,7.84,7.84,0,Safflower
21.40121398,2.061724379,1015.739991,21.28537676,peaty,7.504,18.76,7.504,Sunflower
22.06467325,2.098976024,1013.296732,20.98932806,sandy,0,0,0,Wheat
20.68340532,1.995178518,1015.187692,20.68429104,sandy,2.896,3.62,0,Groundnut
21.22182279,2.022468048,1015.667286,21.72553707,silty,3.15,0,0,Sunflower
20.79445252,1.999484828,1013.874293,20.20014743,peaty,3.45,3.45,0,Sugarcane
20.31572515,2.028273257,1013.57383,20.47467656,sandy,0,0,0,Arhar/Tur
21.07948513,2.016061919,1013.013572,21.37026061,peaty,902.566,0,0,Bajra
21.59375658,2.099336207,1015.720984,21.37580567,clay,6.516,16.652,0,Cotton(lint)
20.2908617,2.010233411,1014.01242,21.0315056,sandy,59.22,0,0,Groundnut
21.22923233,2.087575239,1014.615864,21.25541027,clay,7.68,7.68,0,Jowar
21.58142736,2.098836279,1013.728203,20.76131209,sandy,3.255,3.255,3.255,Maize
21.93834844,2.017715506,1015.473378,20.15098846,clay,38.25,38.25,38.25,Moong(Green Gram)
21.77647355,1.981412651,1014.331699,21.78551941,silty,0,28.048,0,Niger seed
20.99199891,1.97198912,1015.238577,21.33874161,clay,10.5,27.3,27.3,Other Kharif pulses
20.05828399,2.078850461,1015.097633,21.87053232,silty,39.72,105.92,52.96,Rice
20.19058505,2.096170324,1013.916436,20.14661863,chalky,8.008,8.008,0,Sesamum
21.7088334,1.994533571,1013.873905,20.4831586,chalky,5.824,14.56,5.824,Soyabean
21.83664936,2.075378149,1013.26179,21.3141464,loamy,0,0,0,Sunflower
21.59780016,1.992722087,1013.279407,21.96869176,peaty,3.008,3.76,0,Urad
21.36103345,2.088047318,1015.143428,21.65415354,silt,2.775,0,0,Gram
20.86374148,2.013959693,1015.976974,21.17158755,sandy,2.921,2.921,0,Jowar
21.54591671,2.043352728,1014.753346,20.1641478,chalky,0,0,0,Linseed
21.03473582,2.062209234,1014.739954,20.3329737,silty,928.372,0,0,Maize
20.20278741,2.001347438,1015.917262,20.73236251,chalky,6.93,17.71,0,Other  Rabi pulses
20.37861152,2.002901284,1013.357612,20.12916432,sandy,52.08,0,0,Safflower
21.71661523,2.032804897,1013.663291,21.66542953,sandy,8.6,8.6,0,Sunflower
21.73916498,2.012189882,1013.015222,20.97229404,silty,2.16,2.16,2.16,Wheat
20.02113401,2.101082851,1014.247465,20.33023872,silt,38.25,38.25,38.25,Groundnut
21.45341805,1.999018831,1015.791828,20.23047487,clay,0,20.08,0,Maize
21.57267096,2.082813068,1015.836784,22.06749909,peaty,3.13,8.138,8.138,Sunflower
21.59606968,2.084755782,1015.29153,20.99809537,sandy,38.688,103.168,51.584,Sugarcane
21.2845018,2.096370361,1015.827271,20.86204191,loamy,7.588,7.588,0,Arhar/Tur
20.14691519,2.037518275,1015.916197,20.02485294,peaty,1.596,3.99,1.596,Bajra
21.42947104,2.105961436,1014.528578,21.58081922,sandy,0,0,0,Castor seed
20.36622744,2.017846635,1013.979343,21.68384284,chalky,2.8,3.5,0,Cotton(lint)
20.32691135,1.998215363,1014.825185,21.5355165,clay,2.525,0,0,Groundnut
20.33098247,2.051693724,1013.757462,20.50343365,peaty,3.91,3.91,0,Jowar
21.43572151,1.983334741,1013.943482,21.91041911,sandy,0,0,0,Maize
20.85313343,2.069334765,1014.038456,21.54854687,sandy,920.828,0,0,Moong(Green Gram)
